"name"	"attr"	"type"
"Dothrakiwidow3"	"Alive"	"status"
"Dothrakiwidow3"	"DothrakiSea"	"origin"
"Dothrakiwidow3"	"Dothraki"	"culture"
"Dothrakiwidow3"	"GreatStallion"	"religion"
"Dothrakiwomanhavingsex(BookoftheStranger)"	"BookoftheStranger"	"appearedin"
"Dothrakiwomanhavingsex(BookoftheStranger)"	"Alive"	"status"
"Dothrakiwomanhavingsex(BookoftheStranger)"	"DothrakiSea"	"origin"
"Dothrakiwomanhavingsex(BookoftheStranger)"	"Dothraki"	"culture"
"Dothrakiwomanhavingsex(BookoftheStranger)"	"GreatStallion"	"religion"
"Drummer"	"Alive"	"status"
"Drummer"	"Forhire"	"allegiance"
"Drunkman"	"LordSnow"	"appearedin"
"Drunkman"	"Alive"	"status"
"Dwarf1"	"TheLionandtheRose"	"firstseen"
"Dwarf1"	"The"	"lastseen"
"Dwarf1"	"Dead"	"status"
"Dwarf1"	"Dwarfhunter2"	"death"
"Dwarf1"	"Forhire"	"allegiance"
"Dwarf2"	"TheLionandtheRose"	"appearedin"
"Dwarf2"	"Alive"	"status"
"Dwarf2"	"Forhire"	"allegiance"
"Dwarf3"	"TheLionandtheRose"	"appearedin"
"Dwarf3"	"Alive"	"status"
"Dwarf3"	"Forhire"	"allegiance"
"Dwarf4"	"TheLionandtheRose"	"appearedin"
"Dwarf4"	"Alive"	"status"
"Dwarf4"	"Forhire"	"allegiance"
"Dwarf5"	"TheLionandtheRose"	"appearedin"
"Dwarf5"	"Alive"	"status"
"Dwarf5"	"Forhire"	"allegiance"
"Dwarfhunter1"	"The"	"appearedin"
"Dwarfhunter1"	"Alive"	"status"
"Dwarfhunter2"	"The"	"appearedin"
"Dwarfhunter2"	"Alive"	"status"
"Dyingman"	"Mockingbird"	"appearedin"
"Dyingman"	"Dead"	"status"
"Dyingman"	"SandorClegane"	"death"
"VardisEgen"	"TheWolfandtheLion"	"firstseen"
"VardisEgen"	"AGoldenCrown"	"lastseen"
"VardisEgen"	"CaptainoftheGuards"	"titles"
"VardisEgen"	"Dead"	"status"
"VardisEgen"	"Bronn"	"death"
"VardisEgen"	"HouseEgen"	"allegiance"
"VardisEgen"	"Andal"	"culture"
"Elderslave"	"Oathkeeper"	"firstseen"
"Elderslave"	"Alive"	"status"
"Elderslave"	"Meereen"	"origin"
"Elderslave"	"Meereen"	"culture"
"Eyrieguard"	"The"	"appearedin"
"Eyrieguard"	"Alive"	"status"
"Eyrieguard"	"The"	"origin"
"Eyrieguard"	"HouseArryn"	"allegiance"
"Eyrieguard"	"Andal"	"culture"
"FaithMilitant1"	"Great"	"status"
"FaithMilitant1"	"FaithMilitant"	"allegiance"
"FaithMilitant1"	"FaithoftheSeven"	"religion"
"FaithMilitant2"	"Uncertain"	"status"
"FaithMilitant2"	"FaithMilitant"	"allegiance"
"FaithMilitant2"	"FaithoftheSeven"	"religion"
"Farmer"	"BreakerofChains"	"appearedin"
"Farmer"	"Alive"	"status"
"Farmer"	"HouseTully"	"allegiance"
"Farmer"	"FaithoftheSeven"	"religion"
"Fennesz"	"TheChildren"	"firstseen"
"Fennesz"	"Alive"	"status"
"Fennesz"	"Meereen"	"origin"
"Fennesz"	"Meereen"	"culture"
"Fightingpitannouncer"	"The"	"appearedin"
"Fightingpitannouncer"	"Uncertain"	"status"
"Fightingpitannouncer"	"Meereen"	"origin"
"Fightingpitannouncer"	"GreatMasters"	"allegiance"
"Fightingpitannouncer"	"Meereen"	"culture"
"Fightingpitannouncer"	"Ghiscarireligion"	"religion"
"FirstMate"	"The"	"firstseen"
"FirstMate"	"Alive"	"status"
"FirstMate"	"IronIslands"	"origin"
"FirstMate"	"HouseGreyjoy"	"allegiance"
"FirstMate"	"Ironborn"	"culture"
"FirstMate"	"DrownedGod"	"religion"
"AxellFlorent"	"TheLionandtheRose"	"appearedin"
"AxellFlorent"	"LordofBrightwaterKeep"	"titles"
"AxellFlorent"	"Dead"	"status"
"AxellFlorent"	"Melisandre"	"death"
"AxellFlorent"	"BrightwaterKeep"	"origin"
"AxellFlorent"	"House"	"allegiance"
"AxellFlorent"	"Andal"	"culture"
"AxellFlorent"	"FaithoftheSeven"	"religion"
"AxellFlorent"	"ImryFlorent"	"siblings"
"JaferFlowers"	"ThePointyEnd"	"appearedin"
"JaferFlowers"	"Dead"	"status"
"JaferFlowers"	"Wight"	"death"
"JaferFlowers"	"TheReach"	"origin"
"JaferFlowers"	"WhiteWalkers"	"allegiance"
"JaferFlowers"	"WhiteWalker"	"culture"
"Foreignmerchant"	"Alive"	"status"
"Frances"	"Alive"	"status"
"Frances"	"Qyburn"	"allegiance"
"Freyguard"	"Uncertain"	"status"
"Freyguard"	"HouseFrey"	"allegiance"
"Freysoldier1"	"Mhysa"	"appearedin"
"Freysoldier1"	"Dead"	"status"
"Freysoldier1"	"AryaStark"	"death"
"Freysoldier1"	"HouseFrey"	"allegiance"
"DerwaFrey"	"Alive"	"status"
"DerwaFrey"	"TheTwins"	"origin"
"DerwaFrey"	"HouseFrey"	"allegiance"
"DerwaFrey"	"Andal"	"culture"
"DerwaFrey"	"WalderFrey"	"father"
"DerwaFrey"	"KittyFrey"	"mother"
"DerwaFrey"	"WalderRivers"	"siblings"
"FreyaFrey"	"Alive"	"status"
"FreyaFrey"	"TheTwins"	"origin"
"FreyaFrey"	"HouseFrey"	"allegiance"
"JaneyaFrey"	"Alive"	"status"
"JaneyaFrey"	"TheTwins"	"origin"
"JaneyaFrey"	"HouseFrey"	"allegiance"
"JaneyaFrey"	"Andal"	"culture"
"MarianneFrey"	"Alive"	"status"
"MarianneFrey"	"TheTwins"	"origin"
"MarianneFrey"	"HouseFrey"	"allegiance"
"MarianneFrey"	"Andal"	"culture"
"NeyelaFrey"	"Alive"	"status"
"NeyelaFrey"	"TheTwins"	"origin"
"NeyelaFrey"	"HouseFrey"	"allegiance"
"NeyelaFrey"	"Andal"	"culture"
"SarraFrey"	"Alive"	"status"
"SarraFrey"	"TheTwins"	"origin"
"SarraFrey"	"HouseFrey"	"allegiance"
"SarraFrey"	"Andal"	"culture"
"SerraFrey"	"Alive"	"status"
"SerraFrey"	"TheTwins"	"origin"
"SerraFrey"	"HouseFrey"	"allegiance"
"SerraFrey"	"Andal"	"culture"
"ShireiFrey"	"Alive"	"status"
"ShireiFrey"	"TheTwins"	"origin"
"ShireiFrey"	"HouseFrey"	"allegiance"
"ShireiFrey"	"Andal"	"culture"
"ShireiFrey"	"WalderFrey"	"father"
"ShireiFrey"	"BlackWalderRivers"	"siblings"
"StevronFrey"	"Baelor"	"appearedin"
"StevronFrey"	"Ser"	"titles"
"StevronFrey"	"Uncertain"	"status"
"StevronFrey"	"TheTwins"	"origin"
"StevronFrey"	"HouseFrey"	"allegiance"
"StevronFrey"	"Andal"	"culture"
"StevronFrey"	"WalderFrey"	"father"
"StevronFrey"	"RygerRivers"	"siblings"
"WaldaFrey"	"Alive"	"status"
"WaldaFrey"	"TheTwins"	"origin"
"WaldaFrey"	"HouseFrey"	"allegiance"
"WaldaFrey"	"Andal"	"culture"
"WaldaFrey"	"WalderFrey"	"father"
"WaldaFrey"	"KittyFrey"	"mother"
"WaldaFrey"	"BlackWalderRivers"	"siblings"
"WaldraFrey"	"Alive"	"status"
"WaldraFrey"	"TheTwins"	"origin"
"WaldraFrey"	"HouseFrey"	"allegiance"
"WaldraFrey"	"Andal"	"culture"
"WaldraFrey"	"WalderFrey"	"father"
"WaldraFrey"	"KittyFrey"	"mother"
"WaldraFrey"	"WalderRivers"	"siblings"
"Fruitvendor"	"Mhysa"	"appearedin"
"Fruitvendor"	"Alive"	"status"
"Fruitvendor"	"King'sLanding"	"origin"
"Furygunneryofficer"	"The"	"appearedin"
"Furygunneryofficer"	"Dead"	"status"
"Furygunneryofficer"	"House"	"allegiance"
"Gared"	"Ranger"	"titles"
"Gared"	"Dead"	"status"
"Gared"	"WhiteWalkers"	"death"
"Gared"	"CastleBlack"	"origin"
"Gared"	"Night'sWatch"	"allegiance"
"Genna"	"WalkofPunishment"	"firstseen"
"Genna"	"Alive"	"status"
"Genna"	"PetyrBaelish"	"allegiance"
"Gerald"	"WhatisDeadMayNeverDie"	"appearedin"
"Gerald"	"Alive"	"status"
"Gerald"	"RenlyBaratheon"	"allegiance"
"PrendahlnaGhezn"	"Dead"	"status"
"PrendahlnaGhezn"	"DaarioNaharis"	"death"
"PrendahlnaGhezn"	"Essos"	"origin"
"PrendahlnaGhezn"	"SecondSons(mercenarycompany)"	"allegiance"
"Ghita"	"Unbowed,Unbent,Unbroken"	"firstseen"
"Ghita"	"Mother'sMercy"	"lastseen"
"Ghita"	"Dead"	"status"
"Ghita"	"HouseofBlackandWhite"	"death"
"Ghita"	"Braavos"	"origin"
"Ghita"	"Braavos"	"culture"
"Ghita"	"Many-FacedGod"	"religion"
"Gladiator"	"Alive"	"status"
"Goatherd(TheChildren)"	"TheChildren"	"appearedin"
"Goatherd(TheChildren)"	"Alive"	"status"
"Goatherd(TheChildren)"	"Meereen"	"origin"
"Goatherd(TheChildren)"	"Meereen"	"culture"
"Goatherd(TheChildren)"	"Ghiscarireligion"	"religion"
"Goatherd(TheChildren)"	"Zalla"	"children"
"Goatherd"	"The"	"firstseen"
"Goatherd"	"Alive"	"status"
"Goatherd"	"Meereen"	"origin"
"Goatherd"	"Meereen"	"culture"
"Goatherd'sson"	"The"	"firstseen"
"Goatherd'sson"	"Alive"	"status"
"Goatherd'sson"	"Meereen"	"origin"
"Goatherd'sson"	"Meereen"	"culture"
"Goldcloak1(LordSnow)"	"LordSnow"	"appearedin"
"Goldcloak1(LordSnow)"	"Alive"	"status"
"Goldcloak1(LordSnow)"	"CityWatch"	"allegiance"
"Goldcloak1(TheWolfandtheLion)"	"TheWolfandtheLion"	"appearedin"
"Goldcloak1(TheWolfandtheLion)"	"Alive"	"status"
"Goldcloak1(TheWolfandtheLion)"	"CityWatch"	"allegiance"
"Goldcloak2(LordSnow)"	"LordSnow"	"appearedin"
"Goldcloak2(LordSnow)"	"Alive"	"status"
"Goldcloak2(LordSnow)"	"CityWatch"	"allegiance"
"Gordy"	"Mother'sMercy"	"appearedin"
"Gordy"	"Dead"	"status"
"Gordy"	"StannisBaratheon"	"death"
"Gordy"	"HouseBolton"	"allegiance"
"Gordy"	"Northmen"	"culture"
"GreatMaster1(BreakerofChains)"	"BreakerofChains"	"firstseen"
"GreatMaster1(BreakerofChains)"	"Oathkeeper"	"lastseen"
"GreatMaster1(BreakerofChains)"	"Dead"	"status"
"GreatMaster1(BreakerofChains)"	"Stabbedbyuprisingslaves"	"death"
"GreatMaster1(BreakerofChains)"	"Meereen"	"origin"
"GreatMaster1(BreakerofChains)"	"GreatMasters"	"allegiance"
"GreatMaster1(BreakerofChains)"	"Meereen"	"culture"
"GreatMaster1(KilltheBoy)"	"KilltheBoy"	"appearedin"
"GreatMaster1(KilltheBoy)"	"Dead"	"status"
"GreatMaster1(KilltheBoy)"	"Viserion"	"death"
"GreatMaster1(KilltheBoy)"	"Meereen"	"origin"
"GreatMaster1(KilltheBoy)"	"GreatMasters"	"allegiance"
"GreatMaster1(KilltheBoy)"	"Meereen"	"culture"
"GreatMaster2(BreakerofChains)"	"BreakerofChains"	"firstseen"
"GreatMaster2(BreakerofChains)"	"Dead"	"status"
"GreatMaster2(BreakerofChains)"	"Meereen"	"origin"
"GreatMaster2(BreakerofChains)"	"GreatMasters"	"allegiance"
"GreatMaster2(BreakerofChains)"	"Meereen"	"culture"
"GreatMaster2(KilltheBoy)"	"KilltheBoy"	"appearedin"
"GreatMaster2(KilltheBoy)"	"Alive"	"status"
"GreatMaster2(KilltheBoy)"	"Meereen"	"origin"
"GreatMaster2(KilltheBoy)"	"GreatMasters"	"allegiance"
"GreatMaster2(KilltheBoy)"	"Ghiscari"	"culture"
"Guymon"	"BreakerofChains"	"appearedin"
"Guymon"	"Dead"	"status"
"Guymon"	"Ygritte"	"death"
"Guymon"	"TheGift"	"origin"
"Guymon"	"Northmen"	"culture"
"Guymon"	"Olly'smother"	"spouse"
"Guymon"	"Olly"	"children"
"MashaHeddle"	"Cripples,BastardsandBrokenThings"	"appearedin"
"MashaHeddle"	"Alive"	"status"
"MelaraHetherspoon"	"TheWarstoCome"	"appearedin"
"MelaraHetherspoon"	"HouseHetherspoon"	"allegiance"
"Heward"	"TheWolfandtheLion"	"appearedin"
"Heward"	"Dead"	"status"
"Heward"	"HouseLannister"	"death"
"Heward"	"Winterfell"	"origin"
"Heward"	"HouseStark"	"allegiance"
"Heward"	"Northmen"	"culture"
"HighSepton(Beforethe"	"Baelor"	"firstseen"
"HighSepton(Beforethe"	"TheOldGodsandtheNew"	"lastseen"
"HighSepton(Beforethe"	"HighSepton(title)"	"titles"
"HighSepton(Beforethe"	"Dead"	"status"
"HighSepton(Beforethe"	"King'sLanding"	"death"
"HighSepton(Beforethe"	"FaithoftheSeven"	"allegiance"
"HighSepton(Beforethe"	"RiotofKing'sLanding"	"successor"
"GeroldHightower"	"Greensight"	"appearedin"
"GeroldHightower"	"TwoSwords"	"mentionedin"
"GeroldHightower"	"Lord"	"titles"
"GeroldHightower"	"Dead"	"status"
"GeroldHightower"	"EddardStark"	"death"
"GeroldHightower"	"TheHightower"	"origin"
"GeroldHightower"	"HouseHightower"	"allegiance"
"GeroldHightower"	"DuncantheTall"	"predecessor"
"GeroldHightower"	"BarristanSelmy"	"successor"
"GeroldHightower"	"Andal"	"culture"
"GeroldHightower"	"FaithoftheSeven"	"religion"
"HizdahrzoLoraq'smanservant"	"BreakerofChains"	"firstseen"
"HizdahrzoLoraq'smanservant"	"Alive"	"status"
"HizdahrzoLoraq'smanservant"	"Meereen"	"origin"
"HizdahrzoLoraq'smanservant"	"HouseofLoraq"	"allegiance"
"HizdahrzoLoraq'smanservant"	"Meereen"	"culture"
"Hobb"	"TheWatchersontheWall"	"firstseen"
"Hobb"	"Mockingbird"	"mentionedin"
"Hobb"	"Alive"	"status"
"Hobb"	"WhiteHarbor"	"origin"
"Hobb"	"Night'sWatch"	"allegiance"
"Hogfarmer"	"Alive"	"status"
"HowlandReed"	"Oathbreaker"	"appearedin"
"HowlandReed"	"DarkWings,DarkWords"	"mentionedin"
"HowlandReed"	"LordofGreywaterWatch"	"titles"
"HowlandReed"	"Alive"	"status"
"HowlandReed"	"GreywaterWatch"	"origin"
"HowlandReed"	"HouseStark"	"allegiance"
"HowlandReed"	"Crannogmen"	"culture"
"HowlandReed"	"Old"	"religion"
"HowlandReed"	"JojenReed"	"children"
"Hugh(Telltale)"	"TheSwordintheDarkness"	"firstseen"
"Hugh(Telltale)"	"TheSwordintheDarkness"	"lastseen"
"Hugh(Telltale)"	"Ranger"	"titles"
"Hugh(Telltale)"	"Uncertain"	"status"
"Hugh(Telltale)"	"Night'sWatch"	"allegiance"
"AdrackHumble"	"TheMountainandtheViper"	"appearedin"
"AdrackHumble"	"Dead"	"status"
"AdrackHumble"	"RamsaySnow"	"death"
"AdrackHumble"	"IronIslands"	"origin"
"AdrackHumble"	"HouseHumble"	"allegiance"
"AdrackHumble"	"Ironborn"	"culture"
"AdrackHumble"	"DrownedGod"	"religion"
"EonHunter"	"AGoldenCrown"	"appearedin"
"EonHunter"	"LordofLongbowHall"	"titles"
"EonHunter"	"Alive"	"status"
"EonHunter"	"LongbowHall(pagedoesnotexist)"	"origin"
"EonHunter"	"HouseHunter"	"allegiance"
"EonHunter"	"Andal"	"culture"
"Iggo"	"BookoftheStranger"	"appearedin"
"Iggo"	"Dead"	"status"
"Iggo"	"DaarioNaharis"	"death"
"Iggo"	"DothrakiSea"	"origin"
"Iggo"	"Dothraki"	"culture"
"Iggo"	"GreatStallion"	"religion"
"Innwaitress"	"The"	"appearedin"
"Innwaitress"	"Alive"	"status"
"Innwaitress"	"The"	"origin"
"Innkeeper"	"TwoSwords"	"appearedin"
"Innkeeper"	"Alive"	"status"
"Innkeeper'sdaughter"	"TwoSwords"	"appearedin"
"Innkeeper'sdaughter"	"Alive"	"status"
"Ironborn2(TheDoor)"	"TheDoor"	"firstseen"
"Ironborn2(TheDoor)"	"Alive"	"status"
"Ironborn2(TheDoor)"	"IronIslands"	"origin"
"Ironborn2(TheDoor)"	"EuronGreyjoy"	"allegiance"
"Ironborn2(TheDoor)"	"DrownedGod"	"religion"
"Ironborninskiff"	"The"	"firstseen"
"Ironborninskiff"	"Alive"	"status"
"Ironborninskiff"	"IronIslands"	"origin"
"Ironborninskiff"	"HouseGreyjoy"	"allegiance"
"Ironborninskiff"	"Ironborn"	"culture"
"Ironborninskiff"	"DrownedGod"	"religion"
"Jhiqui"	"TheKingsroad"	"appearedin"
"Jhiqui"	"Uncertain"	"status"
"Jhiqui"	"Dothrakisea"	"origin"
"Jhiqui"	"Drogo"	"allegiance"
"Jhiqui"	"Dothraki"	"culture"
"Jhiqui"	"GreatStallion"	"religion"
"Joby"	"YouWinorYouDie"	"mentionedin"
"Joby"	"Alive"	"status"
"Joby"	"Night'sWatch"	"allegiance"
"Joss(AGoldenCrown)"	"AGoldenCrown"	"appearedin"
"Joss(AGoldenCrown)"	"Alive"	"status"
"Joss(AGoldenCrown)"	"HouseTully"	"allegiance"
"Karsi"	"Dead"	"status"
"Karsi"	"Wights"	"death"
"Karsi"	"WhiteWalkers"	"allegiance"
"Karsi"	"Wight"	"culture"
"Karsi"	"Old"	"religion"
"Karsi"	"Willa"	"children"
"Karstarksoldier1"	"AManWithoutHonor"	"appearedin"
"Karstarksoldier1"	"Alive"	"status"
"Karstarksoldier1"	"HouseKarstark"	"allegiance"
"Karstarksoldier1"	"Northmen"	"culture"
"Karstarksoldier2"	"AManWithoutHonor"	"appearedin"
"Karstarksoldier2"	"Alive"	"status"
"Karstarksoldier2"	"HouseKarstark"	"allegiance"
"Karstarksoldier2"	"Northmen"	"culture"
"TorrhenKarstark"	"AManWithoutHonor"	"appearedin"
"TorrhenKarstark"	"KissedbyFire"	"mentionedin"
"TorrhenKarstark"	"Dead"	"status"
"TorrhenKarstark"	"JaimeLannister"	"death"
"TorrhenKarstark"	"Karhold"	"origin"
"TorrhenKarstark"	"HouseStark"	"allegiance"
"TorrhenKarstark"	"Northmen"	"culture"
"TorrhenKarstark"	"RickardKarstark"	"father"
"TorrhenKarstark"	"AlysKarstark"	"siblings"
"Kegs"	"TheMountainandtheViper"	"appearedin"
"Kegs"	"Dead"	"status"
"Kegs"	"Wildlings"	"death"
"Kegs"	"Night'sWatch"	"allegiance"
"King'sLandingboaster"	"Home"	"appearedin"
"King'sLandingboaster"	"Dead"	"status"
"King'sLandingboaster"	"GregorClegane"	"death"
"King'sLandingboaster"	"King'sLanding"	"origin"
"King'sLandingdrunkard"	"Mother'sMercy"	"appearedin"
"King'sLandingdrunkard"	"Alive"	"status"
"King'sLandingdrunkard"	"King'sLanding"	"origin"
"King'sLandingflasher"	"Mother'sMercy"	"appearedin"
"King'sLandingflasher"	"Alive"	"status"
"King'sLandingflasher"	"King'sLanding"	"origin"
"King'sLandingrioter2"	"TheOldGodsandtheNew"	"appearedin"
"King'sLandingrioter2"	"Alive"	"status"
"King'sLandingrioter3"	"TheOldGodsandtheNew"	"appearedin"
"King'sLandingrioter3"	"Uncertain"	"status"
"King'sLandingtailor"	"DarkWings,DarkWords"	"appearedin"
"King'sLandingtailor"	"Alive"	"status"
"King'sLandingtailor"	"House"	"allegiance"
"King'sLandingwhore(LordSnow)"	"LordSnow"	"firstseen"
"King'sLandingwhore(LordSnow)"	"TheWolfandtheLion"	"lastseen"
"King'sLandingwhore(LordSnow)"	"Alive"	"status"
"King'sLandingwhore(LordSnow)"	"PetyrBaelish"	"allegiance"
"King'sLandingwhore(Mother'sMercy)"	"Mother'sMercy"	"appearedin"
"King'sLandingwhore(Mother'sMercy)"	"Alive"	"status"
"King'sLandingwhore(Mother'sMercy)"	"King'sLanding"	"origin"
"KittyFrey"	"BloodofMyBlood"	"firstseen"
"KittyFrey"	"Lady"	"titles"
"KittyFrey"	"Alive"	"status"
"KittyFrey"	"HouseFrey"	"allegiance"
"KittyFrey"	"Andal"	"culture"
"KittyFrey"	"FaithoftheSeven"	"religion"
"KittyFrey"	"WalderFrey"	"spouse"
"KittyFrey"	"WaldronFrey"	"children"
"Kullback"	"TheChildren"	"appearedin"
"Kullback"	"Alive"	"status"
"Kullback"	"FreeFolk"	"allegiance"
"Kullback"	"FreeFolk"	"culture"
"Lannisterguard2"	"The"	"appearedin"
"Lannisterguard2"	"Alive"	"status"
"Lannisterguard2"	"HouseLannister"	"allegiance"
"Lannisterguardsman(GardenofBones)"	"GardenofBones"	"appearedin"
"Lannisterguardsman(GardenofBones)"	"Dead"	"status"
"Lannisterguardsman(GardenofBones)"	"GreyWind"	"death"
"Lannisterguardsman(GardenofBones)"	"HouseLannister"	"allegiance"
"Lannisterguardsman(TheKingsroad)"	"TheKingsroad"	"appearedin"
"Lannisterguardsman(TheKingsroad)"	"Alive"	"status"
"Lannisterguardsman(TheKingsroad)"	"HouseLannister"	"allegiance"
"Lannistermessenger"	"ThePointyEnd"	"appearedin"
"Lannistermessenger"	"Alive"	"status"
"Lannistermessenger"	"HouseLannister"	"allegiance"
"Lannisterscout"	"ThePointyEnd"	"appearedin"
"Lannisterscout"	"Alive"	"status"
"Lannisterscout"	"HouseLannister"	"allegiance"
"Lannistersoldier"	"The"	"appearedin"
"Lannistersoldier"	"Alive"	"status"
"Lannistersoldier"	"HouseLannister"	"allegiance"
"Lannistertorturer"	"The"	"appearedin"
"Lannistertorturer"	"Alive"	"status"
"Lannistertorturer"	"HouseLannister"	"allegiance"
"LeadDornishguard"	"Dead"	"status"
"LeadDornishguard"	"Bronn"	"death"
"LeadDornishguard"	"Dorne"	"origin"
"LeadDornishguard"	"HouseMartell"	"allegiance"
"LeadDornishguard"	"Dornishmen"	"culture"
"LeadKingsguard"	"Alive"	"status"
"LeadKingsguard"	"Kingsguard"	"allegiance"
"Lem"	"TheBrokenMan"	"firstseen"
"Lem"	"NoOne"	"lastseen"
"Lem"	"LemLemoncloak"	"alsoknownas"
"Lem"	"Dead"	"status"
"Lem"	"SandorClegane"	"death"
"Lem"	"BrotherhoodwithoutBanners"	"allegiance"
"Lem"	"R'hllor"	"religion"
"DuncanLiddle"	"Alive"	"status"
"DuncanLiddle"	"Night'sWatch"	"allegiance"
"LittleBird(TheMountainandtheViper)"	"TheMountainandtheViper"	"appearedin"
"LittleBird(TheMountainandtheViper)"	"Alive"	"status"
"LittleBird(TheMountainandtheViper)"	"Meereen"	"origin"
"LittleBird(TheMountainandtheViper)"	"Varys"	"allegiance"
"LittleBird(TheMountainandtheViper)"	"Meereen"	"culture"
"LittleBird(YouWinorYouDie)"	"YouWinorYouDie"	"appearedin"
"LittleBird(YouWinorYouDie)"	"Alive"	"status"
"LittleBird(YouWinorYouDie)"	"Varys"	"allegiance"
"Littlebirds"	"Active"	"status"
"Littlebirds"	"Spies"	"type"
"Littlebirds"	"Qyburn"	"allegiance"
"Littlebirds"	"CerseiLannister"	"leader"
"Littlebirds"	"Frances"	"notablemembers"
"Littlebirds"	"Theknownworld"	"center"
"Loboda"	"Dead"	"status"
"Loboda"	"WhiteWalker(Hardhome)"	"death"
"Loboda"	"Thenn"	"allegiance"
"Loboda"	"Thenn"	"culture"
"Loboda"	"Old"	"religion"
"Lobor"	"TheSwordintheDarkness"	"firstseen"
"Lobor"	"TheSwordintheDarkness"	"lastseen"
"Lobor"	"Steward(Night'sWatch)"	"titles"
"Lobor"	"Uncertain"	"status"
"Lobor"	"Night'sWatch"	"allegiance"
"Lordsportdockhand"	"TheNightLands"	"appearedin"
"Lordsportdockhand"	"Alive"	"status"
"Lordsportdockhand"	"Pyke"	"origin"
"Lordsportdockhand"	"Ironborn"	"culture"
"Lowell"	"TwoSwords"	"appearedin"
"Lowell"	"Dead"	"status"
"Lowell"	"SandorClegane"	"death"
"Lowell"	"HouseLannister"	"allegiance"
"LoyalNight'sWatchman1"	"TheRedWoman"	"firstseen"
"LoyalNight'sWatchman1"	"Alive"	"status"
"LoyalNight'sWatchman1"	"Night'sWatch"	"allegiance"
"LoyalNight'sWatchman2"	"TheRedWoman"	"firstseen"
"LoyalNight'sWatchman2"	"Alive"	"status"
"LoyalNight'sWatchman2"	"Night'sWatch"	"allegiance"
"JonLynderly"	"AGoldenCrown"	"appearedin"
"JonLynderly"	"Ser"	"titles"
"JonLynderly"	"Alive"	"status"
"JonLynderly"	"Snakewood(pagedoesnotexist)"	"origin"
"JonLynderly"	"HouseLynderly"	"allegiance"
"JonLynderly"	"Andal"	"culture"
"MagMarTunDohWeg"	"TheWatchersontheWall"	"appearedin"
"MagMarTunDohWeg"	"MagtheMighty"	"alsoknownas"
"MagMarTunDohWeg"	"Dead"	"status"
"MagMarTunDohWeg"	"Night'sWatch"	"death"
"MagMarTunDohWeg"	"BeyondtheWall"	"origin"
"MagMarTunDohWeg"	"FreeFolk"	"allegiance"
"MagMarTunDohWeg"	"Giants"	"culture"
"Malcolm"	"Mhysa"	"mentionedin"
"Malcolm"	"Alive"	"status"
"Malcolm"	"HouseFrey"	"allegiance"
"Maleprostitute"	"TheNorthRemembers"	"firstseen"
"Maleprostitute"	"TheNightLands"	"lastseen"
"Maleprostitute"	"Alive"	"status"
"Maleprostitute"	"PetyrBaelish"	"allegiance"
"DenysMallister"	"The"	"appearedin"
"DenysMallister"	"TheWarstoCome"	"mentionedin"
"DenysMallister"	"Ser"	"titles"
"DenysMallister"	"Alive"	"status"
"DenysMallister"	"Seagard"	"origin"
"DenysMallister"	"Night'sWatch"	"allegiance"
"DenysMallister"	"Andal"	"culture"
"WendelManderly"	"The"	"mentionedin"
"WendelManderly"	"Knighthood"	"titles"
"WendelManderly"	"Dead"	"status"
"WendelManderly"	"RedWedding"	"death"
"WendelManderly"	"WhiteHarbor"	"origin"
"WendelManderly"	"HouseStark"	"allegiance"
"WendelManderly"	"Northmen"	"culture"
"WendelManderly"	"FaithoftheSeven"	"religion"
"AddamMarbrand"	"FireandBlood"	"appearedin"
"AddamMarbrand"	"ThePointyEnd"	"mentionedin"
"AddamMarbrand"	"Knight"	"titles"
"AddamMarbrand"	"Alive"	"status"
"AddamMarbrand"	"Ashemark"	"origin"
"AddamMarbrand"	"HouseMarbrand"	"allegiance"
"AddamMarbrand"	"Andal"	"culture"
"AddamMarbrand"	"FaithoftheSeven"	"religion"
"Margaery'shandmaiden"	"ValarDohaeris"	"appearedin"
"Margaery'shandmaiden"	"Great"	"status"
"Margaery'shandmaiden"	"HouseTyrell"	"allegiance"
"MasterTorturer"	"DarkWings,DarkWords"	"firstseen"
"MasterTorturer"	"WalkofPunishment"	"lastseen"
"MasterTorturer"	"Dead"	"status"
"MasterTorturer"	"RamsayBolton"	"death"
"MasterTorturer"	"HouseBolton"	"allegiance"
"MasterTorturer"	"Northmen"	"culture"
"Meereenesehomelessmother"	"TheRedWoman"	"appearedin"
"Meereenesehomelessmother"	"Alive"	"status"
"Meereenesehomelessmother"	"Meereen"	"origin"
"Meereenesehomelessmother"	"Meereen"	"culture"
"Meereenesehomelessmother"	"Ghiscarireligion"	"religion"
"Meereenesehomelessmother"	"Son"	"children"
"Merchantcaptain"	"Dead"	"status"
"Merchantcaptain"	"ObaraSand"	"death"
"Merchantcaptain"	"Pentos"	"origin"
"Merchantcaptain"	"Pentos"	"culture"
"Mero"	"TheTitan'sBastard"	"alsoknownas"
"Mero"	"Dead"	"status"
"Mero"	"DaarioNaharis"	"death"
"Mero"	"Braavos"	"origin"
"Mero"	"SecondSons(mercenarycompany)"	"allegiance"
"Mero"	"Braavos"	"culture"
"Mirelle"	"ValarDohaeris"	"appearedin"
"Mirelle"	"Alive"	"status"
"Moelle"	"Uncertain"	"status"
"Moelle"	"MostDevout"	"allegiance"
